sl.no.,isbn,title,series_title,series_release_number,authors,publisher,language,num_pages,format,genres,publication_date,rating_score,num_ratings,num_reviews,current_readers,want_to_read,price,url,ISBN10
3253,9780983157229,Pure ,Covenant,2,Jennifer L. Armentrout,Spencer Hill Press,English,329,Paperback,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Mythology', 'Paranormal Romance', 'Urban Fantasy']","April 3, 2012",4.27,72679.0,4449.0,1160.0,41500.0,4.99,https://www.goodreads.com/book/show/9761771-pure,0983157227
3254,9780679644194,Tell the Wolves I'm Home,,,Carol Rifka Brunt,Random House,English,360,Hardcover,"['Fiction', 'Young Adult', 'Historical Fiction', 'Contemporary', 'Coming Of Age', 'LGBT', 'Adult']","June 19, 2012",4.03,142342.0,15924.0,4052.0,147000.0,9.99,https://www.goodreads.com/book/show/12875258-tell-the-wolves-i-m-home,0679644199
3255,9780812992793,The Orphan Master's Son,,,Adam  Johnson,Random House,English,443,Hardcover,"['Fiction', 'Historical Fiction', 'Asia', 'Literary Fiction', 'Contemporary', 'Literature', 'Novels']","January 10, 2012",4.06,99914.0,10900.0,6088.0,101000.0,13.99,https://www.goodreads.com/book/show/11529868-the-orphan-master-s-son,0812992792
3256,9780061797057,The Calling ,Darkness Rising,2,Kelley Armstrong,Harper,English,326,Hardcover,"['Young Adult', 'Fantasy', 'Paranormal', 'Urban Fantasy', 'Supernatural', 'Romance', 'Shapeshifters']","April 5, 2012",4.08,34841.0,1919.0,480.0,18400.0,1.99,https://www.goodreads.com/book/show/11765920-the-calling,0061797057
3257,9780312624699,Taken at Dusk ,Shadow Falls,3,C.C. Hunter,St. Martin's Press,English,380,Paperback,"['Fantasy', 'Young Adult', 'Paranormal', 'Vampires', 'Romance', 'Werewolves', 'Supernatural']","April 10, 2012",4.28,50269.0,1659.0,627.0,19700.0,9.99,https://www.goodreads.com/book/show/12866426-taken-at-dusk,0312624697
3258,,The Sea of Tranquility,,,Katja Millay,Atria Books,English,449,Kindle Edition,"['Romance', 'Young Adult', 'Contemporary', 'New Adult', 'Fiction', 'Contemporary Romance', 'Abuse']","September 5, 2012",4.29,86162.0,10383.0,1384.0,106000.0,0.0,https://www.goodreads.com/book/show/16151178-the-sea-of-tranquility,
3259,,The Steward ,Weald Fae Journals,1,Christopher  Shields,Weald Fae Journals,English,336,Kindle Edition,"['Fantasy', 'Young Adult', 'Fae', 'Urban Fantasy', 'Fiction', 'Paranormal', 'Magic']","August 7, 2012",3.95,581.0,91.0,34.0,3995.0,0.0,https://www.goodreads.com/book/show/16031258-the-steward,
3260,9780749955526,Lethal Rider ,"Lords of Deliverance, Demonica","3,8",Larissa Ione,Piatkus Books,English,464,Paperback,"['Paranormal Romance', 'Paranormal', 'Romance', 'Fantasy', 'Angels', 'Vampires', 'Urban Fantasy']","November 22, 2011",4.37,17071.0,901.0,183.0,7969.0,7.99,https://www.goodreads.com/book/show/11512712-lethal-rider,074995552X
3261,9780812993295,The Unlikely Pilgrimage of Harold Fry ,Harold Fry,1,Rachel Joyce,Random House,English,320,Hardcover,"['Fiction', 'Contemporary', 'Audiobook', 'Book Club', 'British Literature', 'Adult Fiction', 'Literary Fiction']","March 15, 2012",3.93,179659.0,20437.0,6130.0,92100.0,11.99,https://www.goodreads.com/book/show/13227454-the-unlikely-pilgrimage-of-harold-fry,0812993292
3262,9780375990670,Fallen in Love ,Fallen,3.5,Lauren Kate,Delacorte Press,English,201,Library Binding,"['Fantasy', 'Young Adult', 'Romance', 'Angels', 'Paranormal', 'Paranormal Romance', 'Supernatural']","January 24, 2012",3.75,45750.0,2010.0,889.0,47500.0,8.99,https://www.goodreads.com/book/show/12588363-fallen-in-love,0375990674
3263,9780062071040,Partials ,Partials Sequence,1,Dan Wells,Balzer + Bray,English,468,Hardcover,"['Young Adult', 'Dystopia', 'Science Fiction', 'Post Apocalyptic', 'Fiction', 'Fantasy', 'Romance']","February 28, 2012",3.93,58597.0,4858.0,1197.0,80700.0,9.49,https://www.goodreads.com/book/show/12476820-partials,0062071041
3264,9781439102749,Lone Wolf,,,Jodi Picoult,Atria/Emily Bestler Books,English,421,Hardcover,"['Fiction', 'Contemporary', 'Adult Fiction', 'Adult', 'Drama', 'Chick Lit', 'Animals']","February 28, 2012",3.73,81089.0,6726.0,3168.0,46100.0,13.99,https://www.goodreads.com/book/show/12059658-lone-wolf,1439102740
3265,9780316098793,The Rook ,The Checquy Files,1,Daniel O'Malley,"Little, Brown and Company",English,504,Hardcover,"['Fantasy', 'Urban Fantasy', 'Fiction', 'Mystery', 'Paranormal', 'Science Fiction', 'Thriller']","January 11, 2012",4.1,58436.0,7580.0,2992.0,64900.00000000001,9.99,https://www.goodreads.com/book/show/10836728-the-rook,0316098795
3266,9780373776986,Wicked Nights ,Angels of the Dark,1,Gena Showalter,HQN Books,English,411,Mass Market Paperback,"['Paranormal Romance', 'Paranormal', 'Romance', 'Angels', 'Fantasy', 'Demons', 'Adult']","June 26, 2012",4.07,25777,1623,796.0,21200.0,8.99,https://www.goodreads.com/book/show/12900491-wicked-nights,0373776985
3267,(ISBN10: 0615,Blue Coyote Motel ,Coyote,1,Dianne Harman,Dianne Harman,English,297,Kindle Edition,"['Thriller', 'Suspense', 'Psychological Thriller', 'Romance', 'Mystery Thriller', 'Fiction', 'Mystery']","January 1, 2012",3.69,737.0,176.0,261.0,3458.0,0.0,https://www.goodreads.com/book/show/16119032-blue-coyote-motel,"<ERROR> _IDX: 3268 error(8): RuntimeError(""[string \""src\\cmd\\luau.rs:738:14\""]:4: attempt to perform arithmetic (mul) on nil and number\nstack traceback:\n\t[C]: in ?\n\t[string \""src\\cmd\\luau.rs:738:14\""]:4: in function 'calculate_check_digit'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:18: in function 'isbn13_to_isbn10'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:24: in ?"")"
3268,9780062004048,Until I Die ,Revenants,2,Amy Plum,HarperCollins Publishers,English,353,Hardcover,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Zombies', 'Supernatural']","May 8, 2012",4.16,28767.0,2062.0,328.0,20800.0,9.99,https://www.goodreads.com/book/show/12908877-until-i-die,0062004042
3269,9781937044961,The Marriage Bargain ,Marriage to a Billionaire,1,Jennifer Probst,Entangled Publishing (Indulgence),English,160,ebook,"['Contemporary Romance', 'Contemporary', 'Adult', 'Chick Lit', 'New Adult', 'Fiction', 'Humor']","August 17, 2010",3.79,110812.0,4624.0,1850.0,76900.0,0.0,https://www.goodreads.com/book/show/13486122-the-marriage-bargain,1937044963
3270,9780062060754,Incarnate ,Newsoul,1,Jodi Meadows,Katherine Tegen Books,English,374,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Dystopia', 'Paranormal', 'Science Fiction', 'Dragons']","January 31, 2012",3.73,21859.0,2607.0,345.0,61800.0,6.99,https://www.goodreads.com/book/show/8573642-incarnate,0062060759
3271,9781469905839,No More Wasted Time ,The Mathews Family,1,Beverly Preston,Beverly Preston,English,360,Paperback,"['Romance', 'Contemporary Romance', 'Contemporary', 'Erotica', 'Amazon', 'Adult', 'Chick Lit']","January 12, 2012",3.95,3059.0,400.0,422.0,3565.0,0.0,https://www.goodreads.com/book/show/13450545-no-more-wasted-time,1469905833
3272,,Wool Omnibus ,Silo,1,Hugh Howey,Broad Reach Publishing,English,509,Kindle Edition,"['Science Fiction', 'Fiction', 'Dystopia', 'Post Apocalyptic', 'Fantasy', 'Science Fiction Fantasy', 'Audiobook']","January 27, 2012",4.22,207747,17024,17800.0,115000.0,0.01,https://www.goodreads.com/book/show/13453029-wool-omnibus,
3273,9780061928123,Beautiful Ruins,,,Jess Walter,Harper,English,337,Hardcover,"['Fiction', 'Historical Fiction', 'Italy', 'Romance', 'Audiobook', 'Contemporary', 'Book Club']","June 12, 2012",3.68,176699.0,16844.0,6101.0,109000.0,0.0,https://www.goodreads.com/book/show/11447921-beautiful-ruins,0061928127
3274,,The Wales Boy ,Angelica Grace Trilogy,1,Rachel M. Greenebaum Moretti,Stratton Press,English,216,Paperback,"['Young Adult', 'Fantasy', 'Paranormal', 'Paranormal Romance', 'Romance']","July 12, 2012",4.36,165.0,64.0,6.0,954.0,2.99,https://www.goodreads.com/book/show/15781364-the-wales-boy,
3275,9780061449154,Fear ,Gone,5,Michael  Grant,Katherine Tegen Books,English,509,Hardcover,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fantasy', 'Fiction', 'Horror', 'Paranormal']","April 3, 2012",4.22,50856.0,2183.0,1088.0,30500.0,10.99,https://www.goodreads.com/book/show/8811134-fear,0061449156
3276,9781405513524,Infamous ,Chronicles of Nick,3,Sherrilyn Kenyon,"Little, Brown and Company",English,468,ebook,"['Young Adult', 'Fantasy', 'Paranormal', 'Urban Fantasy', 'Demons', 'Vampires', 'Supernatural']","March 13, 2012",4.34,20187.0,1071.0,386.0,13800.0,0.0,https://www.goodreads.com/book/show/10542244-infamous,1405513527
3277,,The Phantom King ,The Kings,2,Heather Killough-Walden,,English,204,Kindle Edition,"['Paranormal', 'Paranormal Romance', 'Romance', 'Fantasy', 'Vampires', 'Magic', 'Ghosts']","May 12, 2012",4.19,3183.0,158.0,124.0,1152.0,0.99,https://www.goodreads.com/book/show/13568555-the-phantom-king,
3278,,The Vampire King ,The Kings,1,Heather Killough-Walden,,English,202,Kindle Edition,"['Vampires', 'Paranormal', 'Romance', 'Paranormal Romance', 'Fantasy', 'Urban Fantasy', 'Adult']","February 5, 2012",3.85,5461.0,352.0,405.0,2163.0,0.99,https://www.goodreads.com/book/show/13455588-the-vampire-king,
3279,9780061957895,A Perfect Blood ,The Hollows,10,Kim Harrison,HarperVoyager,English,438,Hardcover,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Vampires', 'Witches', 'Demons', 'Magic']","February 21, 2012",4.38,37102.0,2009.0,812.0,12100.0,7.99,https://www.goodreads.com/book/show/10599805-a-perfect-blood,0061957895
3280,9781480095533,The Edge of Never ,The Edge of Never,1,J.A. Redmerski,Createspace Independent Pub,English,426,Paperback,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'Fiction', 'Chick Lit']","November 13, 2012",4.22,148280.0,11455.0,2346.0,113000.0,6.99,https://www.goodreads.com/book/show/16081272-the-edge-of-never,1480095532
3281,9780749955915,Celebrity in Death ,In Death,34,J.D. Robb,Piatkus Books,English,389,Hardcover,"['Mystery', 'Romance', 'Crime', 'Fiction', 'Romantic Suspense', 'Futuristic', 'Suspense']","February 21, 2012",4.31,27369.0,1467.0,1512.0,8734.0,8.99,https://www.goodreads.com/book/show/13007638-celebrity-in-death,0749955910
3282,,Messenger's Angel ,The Lost Angels,2,Heather Killough-Walden,Penguin Group USA Inc,English,416,Mass Market Paperback,"['Angels', 'Paranormal', 'Paranormal Romance', 'Romance', 'Fantasy', 'Vampires', 'Urban Fantasy']","June 1, 2012",4.14,2302.0,156.0,83.0,400.0,5.99,https://www.goodreads.com/book/show/12803157-messenger-s-angel,
3283,9780062103734,Unraveling ,Unraveling,1,Elizabeth Norris,Balzer + Bray,English,464,Hardcover,"['Young Adult', 'Science Fiction', 'Paranormal', 'Romance', 'Fantasy', 'Mystery', 'Dystopia']","April 24, 2012",3.83,18445.0,1909.0,276.0,,0.0,https://www.goodreads.com/book/show/12157365-unraveling,0062103733
3284,9780062012012,Dreamless ,Starcrossed,2,Josephine Angelini,HarperTeen,English,487,Hardcover,"['Fantasy', 'Young Adult', 'Mythology', 'Romance', 'Paranormal', 'Greek Mythology', 'Urban Fantasy']","May 29, 2012",4.18,44034.0,2520.0,530.0,24600.0,10.99,https://www.goodreads.com/book/show/12995284-dreamless,0062012010
3285,9780316204279,"Where'd You Go, Bernadette",,,Maria Semple,"Little, Brown and Company",English,330,Hardcover,"['Fiction', 'Contemporary', 'Humor', 'Mystery', 'Audiobook', 'Chick Lit', 'Adult']","August 14, 2012",3.88,568865.0,48350.0,14000.0,326000.0,7.99,https://www.goodreads.com/book/show/13526165-where-d-you-go-bernadette,0316204277
3286,9781442426672,Finale ,"Hush, Hush",4,Becca Fitzpatrick,Simon & Schuster,English,466,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Angels', 'Paranormal', 'Paranormal Romance', 'Fiction']","October 1, 2012",4.12,173944.0,9447.0,2894.0,85500.0,10.99,https://www.goodreads.com/book/show/12751687-finale,1442426675
3287,,Just One Drop ,The Grey Wolves,3,Quinn Loftis,Quinn Loftis,English,239,Kindle Edition,"['Paranormal', 'Werewolves', 'Young Adult', 'Fantasy', 'Romance', 'Paranormal Romance', 'Shapeshifters']","February 4, 2012",4.46,18670.0,818.0,543.0,6657.0,0.99,https://www.goodreads.com/book/show/13363270-just-one-drop,
3288,9781455503063,Pure ,Pure,1,Julianna Baggott,Grand Central Publishing,English,431,Hardcover,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Post Apocalyptic', 'Romance']","February 8, 2012",3.74,24761.0,3236.0,787.0,36900.0,9.99,https://www.goodreads.com/book/show/9680114-pure,1455503061
3289,9780984967544,Divorce Hotel,,,B.R. Snow,B.R. Snow,English,294,Kindle Edition,"['Humor', 'Fiction', 'Horror']","April 20, 2012",3.97,183.0,17.0,10.0,1266.0,0.0,https://www.goodreads.com/book/show/15753408-divorce-hotel,0984967540
3290,9780425247563,Tangle of Need ,Psy-Changeling,11,Nalini Singh,Berkley,English,422,Hardcover,"['Paranormal Romance', 'Romance', 'Paranormal', 'Fantasy', 'Shapeshifters', 'Urban Fantasy', 'Adult']","May 29, 2012",4.08,22978.0,1616.0,378.0,5702.0,7.99,https://www.goodreads.com/book/show/12059093-tangle-of-need,0425247562
3291,9781841498034,Thirteen ,Women of the Otherworld,13,Kelley Armstrong,Orbit,English,444,Hardcover,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Vampires', 'Magic', 'Witches', 'Romance']","July 24, 2012",4.3,13669.0,1091.0,201.0,12100.0,9.99,https://www.goodreads.com/book/show/10863148-thirteen,1841498033
3292,9780345531568,The Witch Is Back ,Underworld,4,H.P. Mallory,Bantam,English,368,Mass Market Paperback,"['Paranormal', 'Paranormal Romance', 'Romance', 'Witches', 'Fantasy', 'Urban Fantasy', 'Magic']","July 1, 2012",4.0,6163.0,326.0,204.0,2148.0,0.0,https://www.goodreads.com/book/show/13124125-the-witch-is-back,0345531566
3293,9781451641813,Nice Girls Don't Bite Their Neighbors ,Jane Jameson,4,Molly Harper,Pocket Books,English,337,Mass Market Paperback,"['Vampires', 'Paranormal', 'Romance', 'Paranormal Romance', 'Urban Fantasy', 'Fantasy', 'Humor']","February 28, 2012",4.22,10947.0,670.0,256.0,3977.0,9.99,https://www.goodreads.com/book/show/12098371-nice-girls-don-t-bite-their-neighbors,1451641818
3294,,Bring Up the Bodies ,Thomas Cromwell,2,Hilary Mantel,"Henry Holt & Company, Inc.",English,412,Hardcover,"['Historical Fiction', 'Fiction', 'Historical', 'British Literature', 'Audiobook', 'Literary Fiction', 'Literature']","January 1, 2012",4.28,94822.0,8920.0,4978.0,90900.0,11.99,https://www.goodreads.com/book/show/13507212-bring-up-the-bodies,
3295,9781936305704,Appetizers ,The Winemaker's Dinner,1,Ivan Rusilko,Omnific Publishing,English,246,Paperback,"['Contemporary Romance', 'Romance', 'Erotica', 'Erotic Romance', 'Adult', 'Contemporary', 'Love Story']","July 28, 2012",3.87,839.0,162.0,,595.0,2.99,https://www.goodreads.com/book/show/13615479-appetizers,1936305704
3296,9780312664855,Fated ,Soul Seekers,1,Alyson Noel,St. Martin's Griffin,English,352,Hardcover,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Magic', 'Supernatural', 'Paranormal Romance']","January 1, 2012",3.67,18136.0,1668.0,670.0,29500.0,7.99,https://www.goodreads.com/book/show/12829446-fated,0312664850
3297,,"Vampire, Vampire",,,Heather Killough-Walden,Amazon Digital Services,English,208,Kindle Edition,"['Paranormal', 'Vampires', 'Romance', 'Paranormal Romance', 'Fantasy', 'Fiction', 'Adult']","July 12, 2012",4.13,453.0,33.0,33.0,346.0,,https://www.goodreads.com/book/show/15752151-vampire-vampire,
3298,9780316228534,The Casual Vacancy,,,J.K. Rowling,"Little, Brown and Company",English,503,Hardcover,"['Fiction', 'Contemporary', 'Mystery', 'Adult', 'Adult Fiction', 'Drama', 'Unfinished']","September 27, 2012",3.3,328024.0,32523.0,15600.0,296000.0,11.99,https://www.goodreads.com/book/show/13497818-the-casual-vacancy,0316228532
3299,9780765329585,Article 5 ,Article 5,1,Kristen Simmons,Tor Teen,English,362,Hardcover,"['Dystopia', 'Young Adult', 'Romance', 'Science Fiction', 'Fiction', 'Post Apocalyptic', 'Fantasy']","January 31, 2012",3.77,28142.0,2784.0,505.0,50300.0,7.99,https://www.goodreads.com/book/show/10677277-article-5,0765329581
3300,9781476712987,Walking Disaster ,Beautiful,2,Jamie McGuire,Atria Books,English,448,Paperback,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'College', 'Fiction']","April 2, 2013",4.15,196503.0,12713.0,4901.0,96400.0,12.99,https://www.goodreads.com/book/show/15745950-walking-disaster,1476712980
3301,9781406321340,Clockwork Princess ,The Infernal Devices,3,Cassandra Clare,Walker Books Ltd,English,567,Paperback,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Historical Fiction', 'Steampunk', 'Urban Fantasy']","March 19, 2013",4.56,441023.0,39333.0,7078.0,258000.0,10.99,https://www.goodreads.com/book/show/18335634-clockwork-princess,1406321346
3302,9781301347940,Real ,Real,1,Katy Evans,Smashwords,English,293,ebook,"['Romance', 'New Adult', 'Sports', 'Contemporary', 'Contemporary Romance', 'Sports Romance', 'Fighters']","April 8, 2013",4.13,112206.0,8274.0,1834.0,63600.0,0.0,https://www.goodreads.com/book/show/17617277-real,1301347949
3303,,Entwined with You ,Crossfire,3,Sylvia Day,Berkley,English,356,Paperback,"['Romance', 'Erotica', 'Contemporary Romance', 'Contemporary', 'Adult', 'Erotic Romance', 'BDSM']","June 4, 2013",4.18,207889.0,10692.0,4641.0,83600.0,9.99,https://www.goodreads.com/book/show/15731779-entwined-with-you,
3304,,Reckless ,Thoughtless,3,S.C. Stephens,Gallery Books,English,546,Kindle Edition,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Music', 'Adult', 'Erotica']","March 5, 2013",4.41,77674.0,5390.0,1104.0,36200.0,0.0,https://www.goodreads.com/book/show/13600318-reckless,
3305,9781301627448,Never Too Far ,"Rosemary Beach, Too Far","2,2",Abbi Glines,Smashwords,English,193,ebook,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'Chick Lit', 'Adult']","February 25, 2013",4.17,121142.0,6320.0,1068.0,31500.0,9.99,https://www.goodreads.com/book/show/17029526-never-too-far,1301627445
3306,,Tangled ,Tangled,1,Emma Chase,Gallery Books,English,254,Kindle Edition,"['Romance', 'Contemporary', 'Contemporary Romance', 'Humor', 'New Adult', 'Adult', 'Chick Lit']","May 20, 2013",4.04,118140.0,10178.0,2755.0,105000.0,0.0,https://www.goodreads.com/book/show/18297707-tangled,
3307,9781476730103,Beautiful Bastard ,Beautiful Bastard,1,Christina Lauren,Gallery Books,English,271,ebook,"['Romance', 'Contemporary', 'Contemporary Romance', 'Erotica', 'Adult', 'New Adult', 'Fiction']","February 12, 2013",3.92,205924.0,12395.0,4940.0,153000.0,8.99,https://www.goodreads.com/book/show/16102004-beautiful-bastard,1476730105
3308,9780007524273,Allegiant ,Divergent,3,Veronica Roth,HarperCollins Children's Book's,English,531,Hardcover,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure']","October 22, 2013",3.6,1042873.0,70741.0,22200.0,304000.0,7.49,https://www.goodreads.com/book/show/18710190-allegiant,0007524277
3309,,Losing Hope ,Hopeless,2,Colleen Hoover,Atria Books,English,321,Kindle Edition,"['Romance', 'New Adult', 'Young Adult', 'Contemporary', 'Fiction', 'Contemporary Romance', 'Abuse']","July 8, 2013",4.16,212955.0,13635.0,13100.0,193000.0,11.99,https://www.goodreads.com/book/show/17340050-losing-hope,
3310,,Wait for You ,Wait for You,1,J. Lynn,J. Lynn,English,386,Nook,"['Romance', 'New Adult', 'Contemporary', 'College', 'Contemporary Romance', 'Young Adult', 'Abuse']","April 2, 2013",4.14,162724.0,10187.0,2228.0,135000.0,12.99,https://www.goodreads.com/book/show/17314430-wait-for-you,
3311,,Collide ,Collide,1,Gail McHugh,,English,395,Kindle Edition,"['Romance', 'New Adult', 'Contemporary Romance', 'Contemporary', 'Erotica', 'Adult', 'Drama']","January 18, 2013",4.19,65609.0,4899.0,1716.0,38400.0,5.99,https://www.goodreads.com/book/show/17158596-collide,
3312,,Forever Too Far ,"Rosemary Beach, Too Far","3,3",Abbi Glines,Abbi Glines,English,292,Kindle Edition,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'Erotica', 'Adult']","June 9, 2013",4.2,85856.0,4798.0,1027.0,21000.0,9.99,https://www.goodreads.com/book/show/17337562-forever-too-far,
3313,9780451239358,Lover at Last ,Black Dagger Brotherhood,11,J.R. Ward,NAL,English,608,Hardcover,"['Paranormal', 'Romance', 'Paranormal Romance', 'Vampires', 'Fantasy', 'M M Romance', 'Urban Fantasy']","March 26, 2013",4.3,70020.0,6336.0,1739.0,37900.0,8.99,https://www.goodreads.com/book/show/13570854-lover-at-last,0451239350
3314,2940016356938,Falling into You ,Falling,1,Jasinda Wilder,Jasinda Wilder,English,240,Nook,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'College', 'Fiction']","March 14, 2013",4.02,53740.0,4427.0,1592.0,38100.0,3.99,https://www.goodreads.com/book/show/17448960-falling-into-you,0016356934
3315,9781250014405,Fifth Grave Past the Light ,Charley Davidson,5,Darynda Jones,St. Martin's Press,English,339,Hardcover,"['Urban Fantasy', 'Paranormal', 'Romance', 'Fantasy', 'Paranormal Romance', 'Mystery', 'Ghosts']","July 9, 2013",4.42,36673.0,3015.0,494.0,10900.0,0.0,https://www.goodreads.com/book/show/15813668-fifth-grave-past-the-light,1250014409
3316,,This Man Confessed ,This Man,3,Jodi Ellen Malpas,Forever,English,529,Kindle Edition,"['Romance', 'Erotica', 'BDSM', 'Contemporary Romance', 'Contemporary', 'Erotic Romance', 'Adult']","July 2, 2013",4.38,82935.0,4263.0,1456.0,26600.0,11.99,https://www.goodreads.com/book/show/17255265-this-man-confessed,
3317,9780312642969,Scarlet ,The Lunar Chronicles,2,Marissa Meyer,Feiwel & Friends,English,454,Hardcover,"['Fantasy', 'Young Adult', 'Science Fiction', 'Romance', 'Dystopia', 'Retellings', 'Fiction']","February 5, 2013",4.25,415124.0,38428.0,9886.0,216000.0,0.0,https://www.goodreads.com/book/show/13206760-scarlet,0312642962
3318,9781595143198,The Indigo Spell ,Bloodlines,3,Richelle Mead,Razorbill,English,401,Hardcover,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Magic', 'Urban Fantasy']","February 12, 2013",4.36,102833.0,6353.0,1165.0,44900.0,9.99,https://www.goodreads.com/book/show/8709526-the-indigo-spell,159514319X
3319,(ISBN10: 9383,This Girl ,Slammed,3,Colleen Hoover,Atria Books,English,306,Kindle Edition,"['Romance', 'New Adult', 'Contemporary', 'Young Adult', 'Contemporary Romance', 'Fiction', 'Chick Lit']","April 30, 2013",3.81,131196.0,9931.0,5572.0,130000.0,10.99,https://www.goodreads.com/book/show/15784909-this-girl,"<ERROR> _IDX: 3320 error(9): RuntimeError(""[string \""src\\cmd\\luau.rs:738:14\""]:4: attempt to perform arithmetic (mul) on nil and number\nstack traceback:\n\t[C]: in ?\n\t[string \""src\\cmd\\luau.rs:738:14\""]:4: in function 'calculate_check_digit'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:18: in function 'isbn13_to_isbn10'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:24: in ?"")"
3320,9781482348736,Beauty from Pain ,Beauty,1,Georgia Cates,Georgia Cates,English,338,Paperback,"['Romance', 'Erotica', 'Contemporary', 'Contemporary Romance', 'New Adult', 'Adult', 'Erotic Romance']","January 11, 2013",4.22,56016.0,3508.0,1257.0,35600.0,6.99,https://www.goodreads.com/book/show/17156015-beauty-from-pain,148234873X
3321,9780988301320,Twisted Perfection ,"Rosemary Beach, Perfection","5,1",Abbi Glines,Abbi Glines,English,290,Kindle Edition,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'Erotica', 'Abuse']","April 8, 2013",4.23,66987,4108,896.0,28900.0,9.99,https://www.goodreads.com/book/show/17333880-twisted-perfection,0988301326
3322,9780062059963,The Elite ,The Selection,2,Kiera Cass,HarperTeen,English,336,Hardcover,"['Romance', 'Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Audiobook', 'Science Fiction']","April 23, 2013",3.95,757406.0,44848.0,15500.0,206000.0,0.0,https://www.goodreads.com/book/show/16248068-the-elite,0062059963
3323,,Beneath This Man ,This Man,2,Jodi Ellen Malpas,Jodi Ellen Malpas Limited,English,528,Kindle Edition,"['Romance', 'Erotica', 'BDSM', 'Contemporary Romance', 'Contemporary', 'Erotic Romance', 'Adult']","January 15, 2013",4.26,92157,4446,,29300.0,8.99,https://www.goodreads.com/book/show/16156709-beneath-this-man,
3324,,Eyes Wide Open ,The Blackstone Affair,3,Raine Miller,Atria Books,English,353,Kindle Edition,"['Romance', 'Erotica', 'Contemporary Romance', 'Contemporary', 'Erotic Romance', 'Adult', 'BDSM']","May 14, 2013",4.13,40403.0,1917.0,692.0,15600.0,0.0,https://www.goodreads.com/book/show/16122643-eyes-wide-open,
3325,,Pulse ,Collide,2,Gail McHugh,,English,414,Kindle Edition,"['Romance', 'New Adult', 'Contemporary Romance', 'Contemporary', 'Erotica', 'Abuse', 'Adult']","July 9, 2013",4.25,45683.0,3283.0,1156.0,17600.0,0.0,https://www.goodreads.com/book/show/17267122-pulse,
3326,9781476731537,Beautiful Stranger ,Beautiful Bastard,2,Christina Lauren,Gallery Books,English,345,Paperback,"['Romance', 'Contemporary Romance', 'Contemporary', 'Erotica', 'Adult', 'New Adult', 'Erotic Romance']","April 16, 2013",4.14,93671.0,4914.0,1797.0,49800.0,8.99,https://www.goodreads.com/book/show/16117506-beautiful-stranger,1476731535
3327,9780399256769,Prodigy ,Legend,2,Marie Lu,Putnam Juvenile,English,371,Hardcover,"['Dystopia', 'Young Adult', 'Romance', 'Science Fiction', 'Fantasy', 'Fiction', 'Adventure']","January 29, 2013",4.23,260822,19314,,135000.0,9.99,https://www.goodreads.com/book/show/13414446-prodigy,0399256768
3328,9780062085535,Unravel Me ,Shatter Me,2,Tahereh Mafi,HarperCollins,English,461,Hardcover,"['Fantasy', 'Dystopia', 'Young Adult', 'Romance', 'Science Fiction', 'Fiction', 'Paranormal']","February 5, 2013",4.15,514908.0,47917.0,19600.0,285000.0,13.99,https://www.goodreads.com/book/show/13104080-unravel-me,0062085530
3329,2940016319506,Play with Me ,With Me in Seattle,3,Kristen Proby,Kristen Pro,English,298,Nook,"['Romance', 'Contemporary Romance', 'Sports', 'Contemporary', 'Sports Romance', 'Erotica', 'New Adult']","February 26, 2013",4.31,38429.0,1775.0,608.0,16600.0,0.0,https://www.goodreads.com/book/show/17201095-play-with-me,0016319508
3330,9781301345670,Unbeautifully ,Undeniable,2,Madeline Sheehan,Madeline Sheehan,English,374,ebook,"['Romance', 'Dark', 'Contemporary Romance', 'Erotica', 'Contemporary', 'Adult', 'New Adult']","May 12, 2013",4.34,31902.0,2448.0,365.0,14200.0,4.99,https://www.goodreads.com/book/show/16114861-unbeautifully,1301345679
