sl.no.,isbn,title,series_title,series_release_number,authors,publisher,language,num_pages,format,genres,publication_date,rating_score,num_ratings,num_reviews,current_readers,want_to_read,price,url,ISBN10
216,9780446404280,The Virgin in the Ice ,Chronicles of Brother Cadfael,6,Ellis Peters,The Mysterious Press,English,202,Mass Market Paperback,"['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Crime', 'Medieval', 'Historical Mystery']","April 1, 1982",4.16,9750.0,535.0,1114.0,2522.0,0.0,https://www.goodreads.com/book/show/847860.The_Virgin_in_the_Ice,0446404284
217,9780312938994,A Is for Alibi ,Kinsey Millhone,1,Sue Grafton,St. Martin's Paperbacks,English,308,Paperback,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Thriller', 'Audiobook', 'Detective']","April 15, 1982",3.86,183543.0,5774.0,4008.0,79400.0,0.0,https://www.goodreads.com/book/show/64863.A_Is_for_Alibi,0312938993
218,9780451200815,North and South ,North and South,1,John Jakes,Berkley,English,812,Mass Market Paperback,"['Historical Fiction', 'Fiction', 'Historical', 'Civil War', 'War', 'Classics', 'Romance']","January 1, 1982",4.2,61078.0,1011.0,1363.0,26500.0,8.07,https://www.goodreads.com/book/show/159178.North_and_South,0451200810
219,,A Pale View of Hills,,,Kazuo Ishiguro,Faber and Faber,English,183,Paperback,"['Fiction', 'Japan', 'Historical Fiction', 'Literary Fiction', 'Japanese Literature', 'Novels', 'Contemporary']","January 1, 1982",3.79,33812.0,3595.0,1103.0,31000.0,11.99,https://www.goodreads.com/book/show/28920.A_Pale_View_of_Hills,
220,,Howliday Inn ,Bunnicula,2,James Howe,Atheneum Books for Young Readers,English,195,Paperback,"['Childrens', 'Fiction', 'Mystery', 'Animals', 'Fantasy', 'Humor', 'Middle Grade']","January 1, 1982",3.95,13923.0,549.0,212.0,2696.0,7.99,https://www.goodreads.com/book/show/443658.Howliday_Inn,
221,9780345335654,Queen of Sorcery ,The Belgariad,2,David Eddings,Del Rey,English,326,Mass Market Paperback,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Young Adult', 'Science Fiction Fantasy', 'Adventure']","October 12, 1982",4.15,72677.0,1405.0,972.0,8969.0,5.99,https://www.goodreads.com/book/show/587582.Queen_of_Sorcery,0345335651
222,9780836212006,The Far Side,,,Gary Larson,Andrews McMeel Publishing,English,104,Paperback,"['Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Comedy', 'Comic Strips', 'Cartoon']","September 1, 1982",4.45,9387.0,68.0,11.0,1941.0,,https://www.goodreads.com/book/show/121173.The_Far_Side,0836212002
223,9780140505399,Miss Rumphius,,,Barbara Cooney,Puffin Books,English,32,Paperback,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Nature', 'Realistic Fiction', 'Travel']","November 8, 1982",4.44,27600.0,1209.0,85.0,8293.0,6.99,https://www.goodreads.com/book/show/334818.Miss_Rumphius,0140505393
224,9780743222051,The Skull Beneath the Skin ,Cordelia Gray,2,P.D. James,Scribner Book Company,English,352,Hardcover,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Detective', 'British Literature', 'Thriller']","January 1, 1982",3.78,8541.0,448.0,277.0,2633.0,13.99,https://www.goodreads.com/book/show/46019.The_Skull_Beneath_the_Skin,0743222059
225,9780061000034,The Dark Wind ,Leaphorn & Chee,5,Tony Hillerman,HarperPaperbacks,English,290,Mass Market Paperback,"['Mystery', 'Fiction', 'Crime', 'Westerns', 'Mystery Thriller', 'Audiobook', 'Detective']","January 1, 1981",4.12,10377.0,467.0,1683.0,2184.0,9.99,https://www.goodreads.com/book/show/48093.The_Dark_Wind,0061000035
226,9780449203798,Space,,,James A. Michener,Fawcett Crest,English,808,Paperback,"['Fiction', 'Historical Fiction', 'Space', 'Science Fiction', 'Historical', 'Novels', 'Adventure']","October 1, 1982",4.0,6613.0,374.0,907.0,4213.0,4.99,https://www.goodreads.com/book/show/644949.Space,0449203794
227,9780345363138,The Sunne in Splendour,,,Sharon Kay Penman,Ballantine Books,English,936,Paperback,"['Historical Fiction', 'Fiction', 'Historical', 'Medieval', 'British Literature', '15th Century', 'Plantagenet']","October 1, 1982",4.4,21847.0,1405.0,823.0,23200.0,13.99,https://www.goodreads.com/book/show/119829.The_Sunne_in_Splendour,0345363132
228,9780451208705,The Man from St. Petersburg,,,Ken Follett,Penguin Books,English,320,Paperback,"['Fiction', 'Historical Fiction', 'Thriller', 'Mystery', 'Suspense', 'Historical', 'Espionage']","April 1, 1982",3.93,31537.0,1479.0,2909.0,14400.0,14.99,https://www.goodreads.com/book/show/5053.The_Man_from_St_Petersburg,0451208706
229,9780140067477,The Tao of Pooh,,,Benjamin Hoff,Penguin Books,English,158,Paperback,"['Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism']","April 28, 1982",4.0,119828.0,5929.0,3116.0,4158.0,6.99,https://www.goodreads.com/book/show/119790.The_Tao_of_Pooh,0140067477
230,9780553383058,Fevre Dream,,,George R.R. Martin,Bantam,English,334,Paperback,"['Fantasy', 'Horror', 'Vampires', 'Fiction', 'Historical Fiction', 'Historical', 'Paranormal']","September 1, 1982",3.89,28357.0,2876.0,1512.0,26500.0,9.99,https://www.goodreads.com/book/show/382450.Fevre_Dream,0553383051
231,9780393314250,The Mismeasure of Man,,,Stephen Jay Gould,W. W. Norton & Company,English,446,Paperback,"['Science', 'Nonfiction', 'History', 'Psychology', 'Anthropology', 'Biology', 'Evolution']","October 28, 1982",4.05,8869.0,458.0,520.0,19800.0,9.99,https://www.goodreads.com/book/show/54218.The_Mismeasure_of_Man,0393314251
232,9780060533991,"The Secret Diary of Adrian Mole, Aged 13 3/4  ",Adrian Mole,1,Sue Townsend,HarperTeen,English,272,Paperback,"['Fiction', 'Young Adult', 'Humor', 'Comedy', 'Childrens', 'British Literature', 'Contemporary']","January 1, 1982",3.88,48696.0,2136.0,963.0,18200.0,0.0,https://www.goodreads.com/book/show/51070.The_Secret_Diary_of_Adrian_Mole_Aged_13_3_4,0060533994
233,9780345327864,Crystal Singer ,Crystal Singer,1,Anne McCaffrey,Del Rey Books,English,311,Mass Market Paperback,"['Science Fiction', 'Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Space Opera', 'Romance', 'Adventure']","February 1, 1982",4.13,21035.0,615.0,606.0,4283.0,7.99,https://www.goodreads.com/book/show/653711.Crystal_Singer,0345327861
234,,"Holy Blood, Holy Grail",,,Michael Baigent,Dell Publishing,English,496,Mass Market Paperback,"['Nonfiction', 'History', 'Religion', 'Conspiracy Theories', 'Mystery', 'Historical', 'Christianity']","December 1, 1982",3.5,12684.0,848.0,840.0,8120.0,12.99,https://www.goodreads.com/book/show/606818.Holy_Blood_Holy_Grail,
235,9780449911594,Dinner at the Homesick Restaurant,,,Anne Tyler,Ballantine Books,English,303,Paperback,"['Fiction', 'Contemporary', 'Literary Fiction', 'Novels', 'American', 'Literature', 'Classics']","March 12, 1982",3.81,30837.0,2565.0,2116.0,20700.0,12.99,https://www.goodreads.com/book/show/77699.Dinner_at_the_Homesick_Restaurant,0449911594
236,9780345349347,Juxtaposition ,Apprentice Adept,3,Piers Anthony,Del Rey,English,368,Mass Market Paperback,"['Fantasy', 'Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Magic', 'Young Adult', 'Adventure']","March 1, 1982",3.94,12211.0,123.0,86.0,1471.0,9.99,https://www.goodreads.com/book/show/365522.Juxtaposition,0345349342
237,9780060298791,Witch Week ,Chrestomanci,3,Diana Wynne Jones,Greenwillow,English,288,Hardcover,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Magic', 'Witches']","January 1, 1982",3.93,14331.0,709.0,239.0,5219.0,6.99,https://www.goodreads.com/book/show/47572.Witch_Week,0060298790
238,9780140249439,Rabbit Is Rich ,Rabbit Angstrom,3,John Updike,Penguin Books Ltd.,English,480,Paperback,"['Fiction', 'Classics', 'American', 'Novels', 'Literature', 'Literary Fiction', '20th Century']","January 1, 1981",3.92,17021.0,716.0,318.0,12400.0,13.99,https://www.goodreads.com/book/show/85391.Rabbit_Is_Rich,0140249435
239,9780807612590,Janet Frame: An Autobiography ,Autobiography,1-3,Janet Frame,George Braziller,English,434,Paperback,"['Nonfiction', 'Biography', 'Memoir', 'Autobiography', 'Biography Memoir', 'Mental Health', 'Psychology']","January 1, 1982",4.2,2359.0,157.0,163.0,4809.0,9.99,https://www.goodreads.com/book/show/153330.Janet_Frame,0807612596
240,9780374404147,Annie on My Mind,,,Nancy Garden,"Farrar, Straus and Giroux (BYR)",English,234,Mass Market Paperback,"['LGBT', 'Young Adult', 'Romance', 'Fiction', 'Queer', 'Lesbian', 'Contemporary']","July 1, 1982",4.02,51539.0,3406.0,1828.0,120000.0,1.99,https://www.goodreads.com/book/show/595375.Annie_on_My_Mind,0374404143
241,9780586217832,Magician ,The Riftwar Saga,1-2,Raymond E. Feist,HarperCollins,English,681,Paperback,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adventure']","October 1, 1982",4.31,67158.0,1925.0,2107.0,21000.0,8.99,https://www.goodreads.com/book/show/43916.Magician,0586217835
242,9780836220629,The Far Side Gallery,,,Gary Larson,Andrews McMeel Publishing,English,192,Paperback,"['Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Comedy', 'Comic Strips', 'Graphic Novels Comics']","January 1, 1982",4.43,25753.0,262.0,51.0,5332.0,,https://www.goodreads.com/book/show/77281.The_Far_Side_Gallery,0836220625
243,9780751525670,Apt Pupil,,,Stephen King,Warner,English,179,Paperback,"['Horror', 'Fiction', 'Thriller', 'Short Stories', 'Audiobook', 'Novella', 'Mystery']","August 27, 1982",3.92,35013.0,1652.0,787.0,16900.0,10.99,https://www.goodreads.com/book/show/10618.Apt_Pupil,0751525677
244,9780886772390,Hawkmistress! ,Darkover,6,Marion Zimmer Bradley,DAW Books Inc,English,336,Mass Market Paperback,"['Fantasy', 'Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Speculative Fiction', 'Adventure', 'Paranormal']","September 1, 1982",4.0,4432.0,110.0,13.0,1427.0,,https://www.goodreads.com/book/show/948974.Hawkmistress_,0886772397
245,9780006472612,Master of the Game,,,Sidney Sheldon,Harper Collins Publisher,English,489,Paperback,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery Thriller', 'Romance', 'Drama']","August 1, 1982",4.14,57106.0,2174.0,1693.0,22400.0,11.99,https://www.goodreads.com/book/show/43330.Master_of_the_Game,0006472613
246,9780374418106,Doctor De Soto,,,William Steig,"Farrar, Straus and Giroux",English,30,Paperback,"['Picture Books', 'Childrens', 'Fiction', 'Animals', 'Fantasy', 'Humor', 'Classics']","November 1, 1982",4.15,14777.0,548.0,40.0,2796.0,8.99,https://www.goodreads.com/book/show/817316.Doctor_De_Soto,0374418101
247,9780688040741,A Chair for My Mother,,,Vera B. Williams,Greenwillow Books,English,32,Paperback,"['Picture Books', 'Childrens', 'Realistic Fiction', 'Family', 'Fiction', 'Cultural', 'Mathematics']","January 1, 1982",4.22,25933.0,1103.0,90.0,8886.0,8.99,https://www.goodreads.com/book/show/835202.A_Chair_for_My_Mother,0688040748
248,9780553276329,Pacific Vortex! ,Dirk Pitt,1,Clive Cussler,Bantam,English,288,Mass Market Paperback,"['Adventure', 'Fiction', 'Thriller', 'Action', 'Mystery', 'Suspense', 'Mystery Thriller']","January 1, 1983",3.8,23370,900,346.0,11900.0,9.59,https://www.goodreads.com/book/show/361081.Pacific_Vortex_,0553276328
249,9780312973148,Light Thickens ,Roderick Alleyn,32,Ngaio Marsh,Minotaur Books,English,240,Mass Market Paperback,"['Mystery', 'Fiction', 'Crime', 'British Literature', 'Audiobook', 'Detective', 'Murder Mystery']","January 1, 1982",3.91,2197.0,185.0,137.0,922.0,11.97,https://www.goodreads.com/book/show/280869.Light_Thickens,0312973144
250,9780345396938,Cry to Heaven,,,Anne Rice,Ballantine Books,English,566,Mass Market Paperback,"['Fiction', 'Historical Fiction', 'Historical', 'Horror', 'Fantasy', 'Romance', 'LGBT']","January 1, 1982",3.88,20877.0,769.0,576.0,9517.0,5.99,https://www.goodreads.com/book/show/31335.Cry_to_Heaven,0345396936
251,9780061178801,The One Minute Manager,,,Kenneth H. Blanchard,William Morrow: An Imprint of HarperCollinsPublishers,English,111,Hardcover,"['Business', 'Leadership', 'Nonfiction', 'Management', 'Self Help', 'Personal Development', 'Productivity']","January 1, 1981",3.95,123607,2120,,105000.0,9.99,https://www.goodreads.com/book/show/4285707-the-one-minute-manager,0061178802
252,9780393317732,Genesis ,Memory of Fire,1,Eduardo Galeano,W.W. Norton & Company,English,336,Paperback,"['History', 'Nonfiction', 'Latin American', 'Literature', 'Politics', 'Spanish Literature', 'Latin American Literature']","January 1, 1982",4.34,2300.0,208.0,300.0,6615.0,11.99,https://www.goodreads.com/book/show/264891.Genesis,0393317730
253,9780671474706,Monsignor Quixote,,,Graham Greene,Simon & Schuster,English,221,Paperback,"['Fiction', 'Classics', 'Religion', 'Spain', 'Literature', 'Novels', 'British Literature']","January 1, 1982",3.93,4252.0,402.0,106.0,2403.0,11.99,https://www.goodreads.com/book/show/138995.Monsignor_Quixote,0671474707
254,9780452253803,Creepshow,,,Stephen King,Berkley,English,66,Paperback,"['Horror', 'Graphic Novels', 'Comics', 'Fiction', 'Short Stories', 'Fantasy', 'Graphic Novels Comics']","July 1, 1982",4.07,38327.0,604.0,184.0,24800.0,13.99,https://www.goodreads.com/book/show/11580.Creepshow,0452253802
255,9780553231328,The Shadow  Riders,,,Louis L'Amour,Bantam,English,240,Mass Market Paperback,"['Westerns', 'Fiction', 'Historical Fiction', 'Adventure', 'Action', 'Novels', 'Historical']","January 1, 1982",4.04,3667.0,130.0,234.0,987.0,6.99,https://www.goodreads.com/book/show/1123578.The_Shadow_Riders,0553231324
256,9780671631932,The Sword of the Lictor ,The Book of the New Sun,3,Gene Wolfe,Timescape Books,English,279,Hardcover,"['Fantasy', 'Science Fiction', 'Fiction', 'Novels', 'Science Fiction Fantasy', 'Speculative Fiction', 'Classics']","January 1, 1982",4.2,10618.0,455.0,169.0,5218.0,5.99,https://www.goodreads.com/book/show/463378.The_Sword_of_the_Lictor,0671631934
257,9780553564945,Magician: Apprentice ,The Riftwar Saga,1,Raymond E. Feist,Bantam Spectra,English,485,Mass Market Paperback,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adventure']","October 1, 1982",4.17,94912.0,2447.0,2738.0,58100.0,8.99,https://www.goodreads.com/book/show/13812.Magician,0553564943
258,9780440017806,Deadeye Dick,,,Kurt Vonnegut Jr.,Delacorte,English,240,Hardcover,"['Fiction', 'Classics', 'Humor', 'Literature', 'Science Fiction', 'Novels', 'American']","January 1, 1982",3.83,28730.0,1175.0,589.0,16600.0,11.99,https://www.goodreads.com/book/show/415964.Deadeye_Dick,0440017807
259,9780520231122,Dictee,,,Theresa Hak Kyung Cha,University of California Press,English,179,Paperback,"['Poetry', 'Fiction', 'Art', 'Contemporary', 'School', 'Literature', 'Feminism']","October 1, 1982",4.02,3285.0,344.0,196.0,8736.0,,https://www.goodreads.com/book/show/90894.Dictee,0520231120
260,9780671458065,The Dean's December,,,Bellow,Pocket Books,English,346,Paperback,"['Fiction', 'Romania', 'Classics', 'American', 'Literature', 'Novels', 'Literary Fiction']","January 1, 1982",3.56,1417.0,117.0,65.0,1829.0,9.99,https://www.goodreads.com/book/show/1227725.The_Dean_s_December,067145806X
261,9780571125296,The Real Thing,,,Tom Stoppard,"Farrar, Straus and Giroux",English,81,Paperback,"['Plays', 'Drama', 'Theatre', 'Fiction', 'British Literature', 'Classics', '20th Century']","January 1, 1982",3.92,4412.0,218.0,34.0,2720.0,3.6,https://www.goodreads.com/book/show/17914.The_Real_Thing,0571125298
262,9781590173299,The True Deceiver,,,Tove Jansson,NYRB Classics,English,181,Paperback,"['Fiction', 'Scandinavian Literature', 'Finnish Literature', 'Literary Fiction', 'Classics', 'Novels', 'Swedish Literature']","January 1, 1982",3.82,5962.0,758.0,188.0,6485.0,10.99,https://www.goodreads.com/book/show/6495110-the-true-deceiver,1590173295
263,,Blue Highways,,,William Least Heat-Moon,Back Bay Books,English,428,Paperback,"['Travel', 'Nonfiction', 'Memoir', 'Adventure', 'Biography', 'History', 'Biography Memoir']","January 1, 1982",4.03,23902.0,1422.0,1478.0,1377.0,11.99,https://www.goodreads.com/book/show/63832.Blue_Highways,
264,9780300044805,"Inside Nazi Germany: Conformity, Opposition, and Racism in Everyday Life",,,Detlev J.K. Peukert,Yale University Press,English,288,Paperback,"['History', 'Nonfiction', 'Germany', 'European History', 'Holocaust', 'World War II', 'Politics']","January 1, 1982",3.93,120.0,5.0,4.0,264.0,,https://www.goodreads.com/book/show/765738.Inside_Nazi_Germany,0300044801
265,9780671456108,Star Trek II: The Wrath Of Khan,,,Vonda N. McIntyre,Pocket,English,223,Mass Market Paperback,"['Star Trek', 'Science Fiction', 'Fiction', 'Media Tie In', 'Science Fiction Fantasy', 'Star Trek Original Series', 'Novels']","July 1, 1982",4.09,3514.0,156.0,85.0,1273.0,7.99,https://www.goodreads.com/book/show/77349.Star_Trek_II,0671456105
266,9780440210696,Indemnity Only ,V.I. Warshawski,1,Sara Paretsky,Dell,English,323,Mass Market Paperback,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Detective', 'Thriller', 'Suspense']","January 1, 1982",3.9,18288.0,747.0,965.0,9585.0,7.99,https://www.goodreads.com/book/show/643988.Indemnity_Only,0440210690
267,9780140250138,Rumpole for the Defence,,,John Mortimer,Penguin Books,English,192,Paperback,"['Mystery', 'Fiction', 'Humor', 'Short Stories', 'Crime', 'British Literature', '20th Century']","January 1, 1982",4.14,660.0,53.0,6.0,235.0,12.99,https://www.goodreads.com/book/show/1988231.Rumpole_for_the_Defence,0140250131
268,(ISBN10: 1612,Friday,,,Robert A. Heinlein,Phoenix Pick,English,372,Kindle Edition,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Speculative Fiction', 'Fantasy', 'Adventure', 'Audiobook']","June 1, 1982",3.85,29358.0,905.0,669.0,7962.0,7.99,https://www.goodreads.com/book/show/36601765-friday,"<ERROR> _IDX: 269 error(2): RuntimeError(""[string \""src\\cmd\\luau.rs:738:14\""]:4: attempt to perform arithmetic (mul) on nil and number\nstack traceback:\n\t[C]: in ?\n\t[string \""src\\cmd\\luau.rs:738:14\""]:4: in function 'calculate_check_digit'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:18: in function 'isbn13_to_isbn10'\n\t[string \""src\\cmd\\luau.rs:738:14\""]:24: in ?"")"
269,9780395416686,Miss Nelson Is Back ,Miss Nelson,2,Harry Allard,Houghton Mifflin Company,English,32,Paperback,"['Picture Books', 'Childrens', 'Fiction', 'School', 'Humor', 'Realistic Fiction', 'Classics']","January 1, 1982",4.34,29669.0,254.0,39.0,3210.0,8.99,https://www.goodreads.com/book/show/279692.Miss_Nelson_Is_Back,039541668X
270,9780002317276,Wrack and Rune ,Peter Shandy,3,Charlotte MacLeod,Collins Crime Club,English,210,Hardcover,"['Mystery', 'Fiction', 'Cozy Mystery', 'Humor', 'Crime', 'Thriller', 'Audiobook']","January 1, 1982",3.91,1733.0,68.0,210.0,320.0,9.49,https://www.goodreads.com/book/show/815993.Wrack_and_Rune,0002317273
271,9780753819661,Cat Chaser,,,Elmore Leonard,Phoenix Paperbacks,English,242,Paperback,"['Fiction', 'Crime', 'Mystery', 'Thriller', 'Noir', 'Mystery Thriller', 'Novels']","January 1, 1982",3.74,2289.0,164.0,373.0,759.0,12.99,https://www.goodreads.com/book/show/173980.Cat_Chaser,075381966X
272,9780399127786,Banker,,,Dick Francis,G.P. Putnam's Sons,English,306,Hardcover,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Horses', 'Suspense']","January 1, 1982",4.1,5016.0,297.0,347.0,879.0,8.99,https://www.goodreads.com/book/show/77054.Banker,039912778X
273,9780345345035,The Cooking School Murders ,Eugenia Potter,1,Virginia Rich,Ballantine Books,English,203,Paperback,"['Mystery', 'Cozy Mystery', 'Fiction', 'Food and Drink', 'Mystery Thriller', 'Cookbooks', 'Contemporary']","June 1, 1982",3.54,379.0,48.0,6.0,680.0,,https://www.goodreads.com/book/show/1638174.The_Cooking_School_Murders,0345345037
274,9780142302262,Revolting Rhymes,,,Roald Dahl,Puffin,English,32,Paperback,"['Poetry', 'Childrens', 'Fiction', 'Fantasy', 'Humor', 'Classics', 'Picture Books']","January 1, 1982",4.14,20734.0,1209.0,191.0,6996.0,5.99,https://www.goodreads.com/book/show/6328.Revolting_Rhymes,0142302260
275,9780449209691,Murder In The Supreme Court ,Capital Crimes,3,Margaret Truman,Fawcett,English,288,Mass Market Paperback,"['Mystery', 'Fiction', 'Mystery Thriller', 'Crime', 'Thriller', 'Politics', 'Murder Mystery']","January 1, 1982",3.83,1709.0,95.0,296.0,728.0,5.99,https://www.goodreads.com/book/show/376592.Murder_In_The_Supreme_Court,0449209695
276,9780380733385,The Copenhagen Connection,,,Elizabeth Peters,Avon,English,358,Mass Market Paperback,"['Mystery', 'Fiction', 'Romance', 'Romantic Suspense', 'Audiobook', 'Adventure', 'Denmark']","January 1, 1982",3.65,2891.0,180.0,134.0,810.0,9.49,https://www.goodreads.com/book/show/66515.The_Copenhagen_Connection,0380733382
277,9780671449025,The Going To Bed Book,,,Sandra Boynton,Boynton Bookworks,English,16,Board Book,"['Picture Books', 'Childrens', 'Fiction', 'Animals', 'Kids', 'Humor', 'Juvenile']","November 30, 1982",4.23,28513.0,736.0,111.0,7004.0,,https://www.goodreads.com/book/show/53580.The_Going_To_Bed_Book,0671449028
278,9780679738015,Shah of Shahs,,,Ryszard Kapuściński,Vintage,English,160,Paperback,"['History', 'Nonfiction', 'Iran', 'Politics', 'Journalism', 'Travel', 'Polish Literature']","January 1, 1982",4.23,6822.0,579.0,211.0,6489.0,2.99,https://www.goodreads.com/book/show/59661.Shah_of_Shahs,0679738010
279,9780694006519,Jamberry,,,Bruce Degen,HarperFestival,English,32,Board Book,"['Picture Books', 'Childrens', 'Food', 'Animals', 'Fiction', 'Poetry', 'Storytime']","January 1, 1982",4.2,19340.0,638.0,37.0,3272.0,9.99,https://www.goodreads.com/book/show/886512.Jamberry,0694006513
280,9780708853283,The Druid of Shannara ,Heritage of Shannara,2,Terry Brooks,Orbit,English,472,Paperback,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Adventure', 'Magic']","March 1, 1991",4.04,32612.0,344.0,341.0,10300.0,5.99,https://www.goodreads.com/book/show/34914.The_Druid_of_Shannara,0708853285
281,9780451410689,The Old Fox Deceiv'd ,Richard Jury,2,Martha Grimes,Onyx Books,English,310,Mass Market Paperback,"['Mystery', 'Fiction', 'Crime', 'British Literature', 'Mystery Thriller', 'Detective', 'Cozy Mystery']","January 1, 1982",4.08,10774.0,355.0,601.0,1798.0,11.99,https://www.goodreads.com/book/show/153163.The_Old_Fox_Deceiv_d,0451410688
282,,Behind the Attic Wall,,,Sylvia Cassedy,HarperColl,English,320,Paperback,"['Fantasy', 'Fiction', 'Childrens', 'Young Adult', 'Middle Grade', 'Mystery', 'Horror']","September 1, 1982",4.06,5804.0,472.0,44.0,4154.0,,https://www.goodreads.com/book/show/831842.Behind_the_Attic_Wall,
283,9780345325228,Ride the Wind,,,Lucia St. Clair Robson,Ballantine Books,English,589,Paperback,"['Historical Fiction', 'Fiction', 'Historical', 'Westerns', 'Romance', 'Historical Romance', 'Native Americans']","January 1, 1982",4.39,5929.0,584.0,514.0,7321.0,7.99,https://www.goodreads.com/book/show/165446.Ride_the_Wind,0345325222
284,9780743444729,Helliconia Spring ,Helliconia,1,Brian W. Aldiss,UNKNO,English,400,Paperback,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Speculative Fiction', 'Space Opera', 'Collections']","January 1, 1982",3.63,4234.0,261.0,168.0,4346.0,7.99,https://www.goodreads.com/book/show/672244.Helliconia_Spring,0743444728
285,,A Rose in Winter,,,Kathleen E. Woodiwiss,Avon Books,English,567,Mass Market Paperback,"['Romance', 'Historical Romance', 'Historical', 'Historical Fiction', 'Fiction', 'Beauty and The Beast', 'Regency']","December 1, 1982",4.18,12015.0,689.0,677.0,5176.0,8.99,https://www.goodreads.com/book/show/896625.A_Rose_in_Winter,
286,9780385423588,Women of Sand and Myrrh,,,Hanan Al-Shaykh,Anchor,English,280,Paperback,"['Fiction', 'Feminism', 'Lebanon', 'Literature', 'Womens', 'Cultural', 'Literary Fiction']","January 1, 1982",3.22,1235.0,165.0,94.0,2428.0,5.99,https://www.goodreads.com/book/show/358627.Women_of_Sand_and_Myrrh,0385423586
287,9780226043920,Wittgenstein's Nephew,,,Thomas Bernhard,University of Chicago Press,English,101,Paperback,"['Fiction', 'German Literature', 'Novels', 'Philosophy', 'Literature', '20th Century', 'Classics']","January 1, 1982",4.03,5751.0,621.0,134.0,9704.0,6.99,https://www.goodreads.com/book/show/92578.Wittgenstein_s_Nephew,0226043924
288,9781400031603,Noises Off: A Play in Three Acts,,,Michael Frayn,Knopf Doubleday Publishing Group,English,176,Paperback,"['Plays', 'Drama', 'Theatre', 'Humor', 'Fiction', 'Comedy', 'Classics']","January 1, 1982",4.19,15201.0,234.0,78.0,5953.0,12.3,https://www.goodreads.com/book/show/160194.Noises_Off,1400031605
289,9781590172629,The Post-Office Girl,,,Stefan Zweig,NYRB Classics,English,257,Paperback,"['Fiction', 'Classics', 'Historical Fiction', 'German Literature', 'Novels', 'Literary Fiction', '20th Century']","January 1, 1982",4.08,6945.0,851.0,352.0,12700.0,9.99,https://www.goodreads.com/book/show/2376087.The_Post_Office_Girl,1590172620
290,9781937658069,The Obscene Madame D,,,Hilda Hilst,Nightboat Books,English,74,Paperback,"['Fiction', 'Brazil', 'Classics', 'Literature', 'Portuguese Literature', 'Novels', 'Womens']","January 1, 1982",4.1,1649.0,216.0,66.0,3584.0,,https://www.goodreads.com/book/show/15905006-the-obscene-madame-d,1937658066
291,9780674810839,Slavery and Social Death: A Comparative Study,,,Orlando Patterson,Harvard University Press,English,511,Paperback,"['History', 'Nonfiction', 'Sociology', 'Race', 'Politics', 'Anthropology', 'Philosophy']","January 1, 1982",4.28,290.0,25.0,103.0,2574.0,14.75,https://www.goodreads.com/book/show/178680.Slavery_and_Social_Death,067481083X
292,9780143037392,The Read-Aloud Handbook,,,Jim Trelease,Penguin Books,English,340,Paperback,"['Parenting', 'Nonfiction', 'Education', 'Books About Books', 'Reference', 'Teaching', 'Adult']","September 30, 1982",4.4,7247.0,1142.0,754.0,6490.0,8.99,https://www.goodreads.com/book/show/11089.The_Read_Aloud_Handbook,0143037390
293,9780330462631,Magic Flutes,,,Eva Ibbotson,Young Picador,English,354,Paperback,"['Young Adult', 'Historical Fiction', 'Historical Romance', 'Romance', 'Historical', 'Teen', 'Fiction']","January 1, 1982",3.93,8338.0,680.0,56.0,524.0,9.59,https://www.goodreads.com/book/show/6064144-magic-flutes,0330462636
294,9780671449049,But Not the Hippopotamus,,,Sandra Boynton,Boynton Bookworks,English,16,Board book,"['Picture Books', 'Childrens', 'Fiction', 'Animals', 'Humor', 'Kids', 'Storytime']","December 1, 1982",4.24,14411.0,423.0,46.0,4911.0,,https://www.goodreads.com/book/show/515885.But_Not_the_Hippopotamus,0671449044
